Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades ,
532488,DIVISLAB,A,2444.00,2457.15,2418.15,2426.05,31840,777.00,542,
532978,BAJAJFINSV,A,5160.00,5250.00,5098.00,5120.50,14434,748.00,2251,
523261,VENKYS,A,1054.95,1213.00,1045.00,1172.90,63368,738.00,5770,
512070,UPL,A,423.00,441.95,423.00,438.00,161472,703.00,3643,
503806,SRF,A,3785.00,3785.00,3655.00,3687.90,18818,697.00,2051,
511218,SRTRANSFIN,A,620.00,625.00,600.25,605.00,111595,684.00,3432,
500257,LUPIN,A,917.50,923.55,908.05,916.80,71564,655.00,2860,
532129,HEXAWARE,A,261.10,311.30,261.10,311.30,208129,627.00,3533,
532538,ULTRACEMCO,A,3831.00,3928.50,3821.80,3883.75,15793,613.00,1858,
532296,GLENMARK,A,400.90,413.50,398.80,404.80,150038,610.00,3177,
532348,SUBEX,T,7.99,7.99,7.43,7.43,7701493,580.00,274,
540065,RBLBANK,A,122.50,125.65,122.50,123.95,442466,550.00,3341,
500547,BPCL,A,355.00,362.40,352.15,358.75,150778,539.00,2153,
500696,HINDUNILVR,A,2121.00,2130.00,2087.30,2098.50,24977,525.00,2200,
500820,ASIANPAINT,A,1654.00,1658.80,1622.85,1626.00,31037,508.00,2091,
500302,PEL,A,1084.00,1129.55,1084.00,1120.75,43291,481.00,2365,
534816,INFRATEL,A,227.75,233.15,223.60,231.75,202358,462.00,2237,
500400,TATAPOWER,A,44.10,44.10,42.80,43.15,1049618,455.00,2291,
500295,VEDL,A,105.30,105.50,102.95,103.90,430630,448.00,2226,
524804,AUROPHARMA,A,765.00,775.70,757.70,761.05,58470,448.00,1462,
500330,RAYMOND,A,277.50,299.05,276.45,288.50,155274,446.00,3903,
500477,ASHOKLEY,A,46.80,47.85,45.60,47.50,942302,442.00,2203,
541153,BANDHANBNK,A,236.00,241.60,234.05,236.40,178278,425.00,1803,
500825,BRITANNIA,A,3480.00,3480.70,3401.50,3421.95,11904,408.00,1135,
500113,SAIL,A,31.30,32.70,31.30,32.55,1264638,407.00,5025,
535789,IBULHSGFIN,A,130.00,130.70,127.00,128.35,313919,404.00,2705,
500116,IDBI,A,36.25,38.40,35.80,38.40,1057988,398.00,2084,
500480,CUMMINSIND,A,379.00,395.75,377.00,392.10,102706,395.00,2337,
505200,EICHERMOT,A,17540.00,17622.95,17312.90,17341.00,2247,392.00,740,
532755,TECHM,A,589.00,593.50,582.60,585.55,64256,377.00,1879,
500285,SPICEJET,A,49.70,51.45,48.00,51.45,740689,373.00,2086,
500020,BOMDYEING,A,61.00,66.45,60.00,64.20,569343,366.00,5091,
500087,CIPLA,A,663.00,669.65,656.80,659.90,54272,359.00,1217,
540376,DMART,A,2430.00,2501.05,2430.00,2487.00,14451,358.00,1896,
521070,ALOKTEXT,B,23.60,23.60,23.60,23.60,1466631,346.00,910,
530965,IOC,A,86.50,87.85,86.25,87.35,380490,332.00,1449,
500103,BHEL,A,27.00,27.55,26.95,27.25,1207135,328.00,3578,
500495,ESCORTS,A,984.00,988.50,969.50,975.80,32578,319.00,1549,
500550,SIEMENS,A,1120.00,1166.90,1120.00,1162.10,27490,317.00,1879,
500209,INFY,A,708.00,708.00,702.85,704.50,44573,314.00,1245,
532134,BANKBARODA,A,43.40,44.05,43.15,43.50,700822,305.00,2313,
500253,LICHSGFIN,A,246.00,251.40,246.00,249.55,122404,304.00,2016,
532523,BIOCON,A,398.00,400.35,392.15,394.60,76494,302.00,1173,
532541,NIITTECH,A,1415.00,1517.60,1415.00,1481.70,20142,301.00,1823,
540777,HDFCLIFE,A,519.40,520.20,512.00,515.30,57572,297.00,2197,
532720,M&MFIN,A,151.00,153.70,149.65,150.65,194039,295.00,1740,
532461,PNB,A,31.30,32.20,31.30,31.75,923512,293.00,3131,
532514,IGL,A,509.95,509.95,485.30,488.70,59063,291.00,1358,
532281,HCLTECH,A,583.00,586.50,573.00,579.10,50282,291.00,1043,
533273,OBEROIRLTY,A,371.00,384.00,369.50,374.85,75722,288.00,281,
500875,ITC,A,200.70,201.85,199.20,199.60,143976,288.00,1333,
509631,HEG,A,899.00,919.60,876.35,898.35,32031,287.00,2151,
532955,RECLTD,A,94.40,99.40,94.10,98.80,293476,287.00,1348,
532483,CANBK,A,98.75,100.40,98.00,98.65,285151,283.00,1307,
532321,CADILAHC,A,365.45,367.70,358.35,359.30,76543,277.00,1345,
532898,POWERGRID,A,168.10,171.50,164.85,170.65,165297,277.00,1473,
500520,M&M,A,479.00,489.30,476.65,486.00,55822,270.00,1059,
543066,SBICARD,B,615.75,624.00,615.75,617.45,42691,264.00,3282,
500114,TITAN,A,973.00,990.35,967.20,973.00,25780,252.00,1127,
511243,CHOLAFIN,A,145.45,146.20,140.35,142.50,171227,245.00,2492,
539844,EQUITAS,A,46.85,48.40,46.75,47.35,513654,245.00,1066,
500124,DRREDDY,A,4006.00,4042.00,3995.25,4035.00,6021,242.00,868,
500408,TATAELXSI,A,827.70,843.00,827.00,840.80,28861,240.00,745,
507685,WIPRO,A,219.50,220.00,215.25,216.85,110799,240.00,1293,
500182,HEROMOTOCO,A,2340.00,2364.45,2323.85,2337.65,10053,235.00,891,
533519,L&TFH,A,59.00,59.85,58.50,59.30,394923,234.00,1148,
532977,BAJAJ-AUTO,A,2834.00,2844.00,2763.05,2778.55,8291,231.00,778,
539978,QUESS,A,282.65,282.65,255.80,268.05,84212,231.00,1710,
500300,GRASIM,A,609.00,626.95,609.00,616.00,35809,221.00,1079,
500469,FEDERALBNK,A,45.70,47.60,45.70,46.60,464526,217.00,1089,
533155,JUBLFOOD,A,1688.00,1709.00,1642.00,1646.35,12921,216.00,877,
532706,INOXLEISUR,A,279.95,290.00,275.00,281.30,76659,216.00,2748,
532300,WOCKPHARMA,A,248.80,265.50,248.80,259.40,83777,215.00,1643,
532432,UNITDSPR,B,583.80,585.50,577.30,579.95,36739,213.00,971,
517354,HAVELLS,A,571.70,574.75,559.20,567.25,36758,208.00,1073,
500294,NCC,A,27.00,28.40,27.00,28.00,720181,201.00,1189,
541729,HDFCAMC,A,2752.00,2769.70,2669.25,2693.30,7303,200.00,911,
530019,JUBILANT,A,599.00,599.00,545.80,558.00,35023,198.00,1924,
500043,BATAINDIA,A,1397.90,1408.20,1386.60,1395.15,14101,197.00,887,
532819,MINDTREE,A,944.90,945.50,924.15,927.75,20295,190.00,653,
500104,HINDPETRO,A,195.60,201.85,195.60,199.85,92609,184.00,1201,
500790,NESTLEIND,A,17344.35,17461.30,17207.35,17237.55,1056,183.00,393,
521064,TRIDENT,A,7.90,7.95,7.22,7.36,2453458,183.00,1820,
532939,RPOWER,A,2.43,2.43,2.37,2.43,7492112,181.00,1460,
500008,AMARAJABAT,A,672.00,672.35,658.95,663.25,27201,180.00,771,
530005,INDIACEM,A,132.00,133.25,130.65,132.70,134975,178.00,1255,
531344,CONCOR,A,395.15,408.90,394.70,404.25,43512,176.00,1744,
500800,TATACONSUM,A,387.85,387.85,378.45,378.45,45917,175.00,748,
500493,BHARATFORG,A,345.00,349.80,342.65,346.50,49505,171.00,979,
532149,BANKINDIA,A,40.90,42.05,40.90,41.20,406802,168.00,761,
517334,MOTHERSUMI,A,103.65,103.65,101.75,102.75,162659,167.00,962,
500312,ONGC,A,85.50,87.40,85.10,87.00,188963,164.00,948,
532810,PFC,A,82.00,84.35,81.10,84.10,196201,163.00,1097,
500163,GODFRYPHLP,A,1010.00,1035.00,1005.30,1007.65,16108,162.00,682,
501425,BBTC,A,1119.00,1145.50,1100.05,1117.40,13962,156.00,1561,
504966,TINPLATE,B,96.20,105.90,96.20,101.80,154454,156.00,3722,
500049,BEL,A,73.60,74.15,72.95,73.75,211951,155.00,1112,
541578,VARROC,A,164.45,164.45,160.90,164.45,92574,152.00,338,
500119,DHAMPURSUG,B,117.00,123.90,116.10,119.60,126666,151.00,2321,
539437,IDFCFIRSTB,A,22.90,23.40,22.70,23.05,648563,149.00,2083,
500420,TORNTPHARM,A,2387.00,2406.20,2372.80,2383.15,6192,147.00,708,
500877,APOLLOTYRE,A,103.00,105.35,102.60,103.50,137786,143.00,977,
535648,JUSTDIAL,A,412.00,413.45,399.85,404.50,35184,143.00,752,
500410,ACC,A,1284.00,1295.00,1275.60,1289.50,10575,136.00,645,
531213,MANAPPURAM,A,137.55,137.80,135.00,136.10,97428,133.00,1007,
524164,IOLCP,B,391.75,392.40,384.80,387.95,33736,131.00,955,
539957,MGL,A,1026.15,1035.75,1006.25,1014.55,12490,127.00,803,
542652,POLYCAB,A,778.00,782.50,755.00,760.20,16122,124.00,1053,
539874,UJJIVAN,A,182.45,183.55,177.45,180.20,67365,122.00,946,
500575,VOLTAS,A,568.00,572.20,564.60,569.20,21575,122.00,507,
511196,CANFINHOME,A,305.90,308.45,303.85,305.50,39780,121.00,702,
500038,BALRAMCHIN,A,120.00,124.10,118.55,121.55,99551,120.00,1166,
533278,COALINDIA,A,141.20,142.85,140.75,142.70,84616,120.00,788,
506590,PHILIPCARB,A,78.00,81.80,77.50,81.20,149873,119.00,2054,
500378,JINDALSAW,A,54.35,57.65,54.25,56.70,209380,118.00,1376,
539336,GUJGAS,A,283.50,283.50,271.00,274.75,42756,118.00,1630,
532531,STAR,A,417.00,425.50,417.00,420.45,27453,115.00,516,
500404,SUNFLAG,B,33.70,39.15,33.70,39.15,296845,114.00,888,
532234,NATIONALUM,A,31.00,31.80,30.65,31.60,361769,113.00,1369,
532155,GAIL,A,98.00,99.00,96.60,97.35,114485,111.00,668,
538566,APOLLOTRI,X,395.00,419.00,395.00,402.00,27688,111.00,456,
532555,NTPC,A,95.15,96.40,94.55,96.30,115333,110.00,614,
523319,BALMLAWRIE,A,102.45,114.00,102.45,110.00,98910,109.00,2961,
508869,APOLLOHOSP,A,1366.35,1380.10,1359.05,1361.75,7950,108.00,658,
524663,BIBCL,T,15.75,17.35,15.75,17.00,666067,106.00,756,
534309,NBCC,A,19.95,21.15,19.70,20.70,520484,106.00,979,
533286,MOIL,A,134.40,142.65,134.40,141.00,74378,104.00,1905,
509488,GRAPHITE,A,204.80,207.50,201.35,203.40,51092,104.00,971,
512599,ADANIENT,A,149.85,152.70,149.00,152.15,68988,104.00,625,
532872,SPARC,A,140.00,143.40,138.75,141.95,72129,102.00,1269,
532667,SUZLON,A,3.57,3.59,3.55,3.59,2791466,100.00,630,
532648,YESBANK,A,28.00,28.45,28.00,28.15,347815,98.20,17506,
542597,MSTC,B,124.00,133.00,121.15,125.00,73286,93.41,1475,
532067,KILPEST,X,117.15,133.70,117.15,123.40,75005,89.90,654,
532733,SUNTV,A,405.05,415.50,400.00,407.85,21853,89.75,555,
532899,KSCL,B,524.90,524.90,512.30,514.30,17184,88.91,431,
500233,KAJARIACER,A,385.05,390.00,382.15,389.50,22952,88.33,599,
500830,COLPAL,A,1364.90,1364.90,1346.50,1353.55,6523,88.24,449,
533096,ADANIPOWER,A,39.20,39.40,38.50,38.85,221003,86.33,511,
524208,AARTIIND,A,940.00,940.00,895.00,914.70,9465,86.27,1021,
500040,CENTURYTEX,A,305.50,315.60,305.50,312.70,27175,85.09,488,
512573,AVANTI,A,438.15,467.15,438.15,455.70,18189,83.10,1040,
500878,CEATLTD,A,904.25,922.45,747.95,920.10,9125,82.81,472,
500048,BEML,A,599.00,608.70,596.45,605.35,13312,80.22,633,
532366,PNBGILTS,B,37.30,38.45,35.25,36.00,214523,79.00,939,
506854,TANFACIND,X,166.00,174.90,166.00,169.00,46298,78.82,570,
532175,CYIENT,A,214.65,224.90,212.05,223.00,35180,77.29,1238,
532430,BFUTILITIE,B,168.45,177.70,168.45,174.95,44224,76.98,1164,
533398,MUTHOOTFIN,A,934.00,934.00,913.00,915.00,8320,76.54,366,
500483,TATACOMM,B,480.00,486.00,480.00,483.00,15776,76.13,676,
540133,ICICIPRULI,A,387.50,387.50,382.05,383.05,19503,74.97,620,
532343,TVSMOTOR,A,365.75,365.75,356.80,358.55,20581,74.15,659,
540425,SHANKARA,A,272.45,310.00,270.90,298.35,25223,73.99,1840,
505283,KIRLPNU,X,103.60,106.80,103.35,105.10,70160,73.67,33,
542066,ADANIGAS,A,135.20,136.75,133.25,134.10,54205,73.23,1218,
500101,ARVIND,A,37.15,38.45,36.90,37.30,194835,73.13,869,
540743,GODREJAGRO,A,372.00,383.60,369.70,379.55,19115,71.96,1549,
500331,PIDILITIND,A,1500.20,1510.15,1487.10,1499.95,4780,71.61,491,
533150,GODREJPROP,A,790.00,798.25,774.20,785.00,8925,70.13,744,
523642,PIIND,A,1570.00,1593.35,1555.00,1570.00,4419,69.79,391,
534091,MCX,A,1237.25,1244.00,1202.20,1209.55,5733,69.70,482,
539254,ADANITRANS,A,184.50,184.50,181.65,181.65,37846,69.23,816,
520008,RICOAUTO,B,35.00,36.40,34.60,35.30,192319,68.61,1250,
532921,ADANIPORTS,A,343.75,344.55,337.55,342.60,19754,67.65,386,
542649,RVNL,A,17.80,18.35,17.80,18.15,367256,66.54,1493,
539141,UFO,B,77.95,78.95,74.95,78.10,86729,66.48,972,
500214,IONEXCHANG,B,674.00,694.00,666.10,683.05,9718,66.38,419,
500770,TATACHEM,A,318.65,320.20,316.55,318.50,20709,65.93,490,
532374,STRTECH*,A,105.95,109.00,105.65,109.00,61375,65.73,1416,
524494,IPCALAB,A,1522.00,1522.00,1495.00,1500.95,4368,65.72,463,
531642,MARICO,A,337.00,337.00,330.25,332.40,19624,65.17,602,
532478,UBL,A,959.90,961.00,948.50,958.50,6797,65.02,355,
506401,DEEPAKNI,A,493.40,493.40,481.00,484.45,13345,64.86,845,
500368,RUCHISOYA,T,719.90,725.25,691.00,725.25,8966,64.56,683,
500271,MFSL,A,465.00,469.00,461.50,465.45,13639,63.55,654,
526371,NMDC,A,87.00,87.75,86.00,87.15,72835,63.53,656,
500850,INDHOTEL,A,86.15,88.40,84.60,88.10,73546,63.49,697,
502355,BALKRISIND,A,1139.25,1158.20,1139.20,1152.65,5465,62.87,328,
506820,ASTRAZEN,A,3150.00,3254.95,3150.00,3211.50,1941,62.42,462,
540767,NAM-INDIA,A,265.00,273.40,264.25,270.30,22808,61.41,1009,
500096,DABUR,A,463.95,465.50,460.40,460.50,13264,61.32,352,
532509,SUPRAJIT,A,125.00,128.35,124.40,125.00,48308,61.09,1685,
533138,ASTEC,B,699.80,734.60,693.80,716.45,8527,60.87,560,
532391,OPTOCIRCUI,T,8.49,8.52,8.30,8.52,715619,60.75,776,
532156,VAIBHAVGBL,A,1090.00,1115.00,1075.00,1115.00,5581,60.66,208,
500390,RELINFRA,A,20.40,21.05,20.20,21.05,290429,60.53,407,
500425,AMBUJACEM,A,188.95,192.05,186.45,191.90,31381,59.67,409,
514183,BLACKROSE,X,137.90,140.00,131.00,131.95,44179,59.66,784,
541195,MIDHANI,A,202.00,204.60,198.00,201.15,29433,59.39,854,
532218,SOUTHBANK,A,7.45,7.49,7.21,7.28,803914,59.09,2450,
512237,JAICORPLTD,A,79.05,79.80,77.60,78.60,73454,57.97,663,
500288,MOREPENLAB,B,19.20,20.45,18.60,19.25,293032,57.34,680,
532522,PETRONET,A,259.40,259.40,251.35,251.35,22593,57.27,511,
507880,VIPIND,A,267.00,271.05,262.50,264.80,20684,55.15,897,
532424,GODREJCP,A,668.80,668.80,653.95,659.05,8221,54.21,439,
590073,WHEELS,B,575.00,600.00,545.00,554.10,9462,53.99,949,
522205,PRAJIND,B,63.00,65.05,63.00,63.90,84448,53.96,869,
541450,ADANIGREEN,A,280.50,282.70,272.00,278.95,19277,53.63,451,
541556,RITES,A,249.60,251.00,242.10,243.20,21594,53.17,685,
532960,IBVENTURES,B,86.95,86.95,80.10,81.35,65021,53.08,448,
505255,GMM,B,4220.00,4290.00,4133.10,4244.90,1245,52.90,330,
532482,GRANULES,A,187.00,187.90,185.00,185.40,28004,52.15,757,
539660,BESTAGRO,X,313.90,314.70,308.00,308.00,16554,51.65,137,
532636,IIFL,A,65.20,68.80,63.00,66.45,77606,51.44,618,
500086,EXIDEIND,A,174.00,174.00,170.60,171.30,29462,50.74,579,
501455,GREAVESCOT,A,86.40,87.45,83.25,83.95,59024,50.26,807,
570001,TATAMTRDVR,A,42.90,43.90,42.70,43.80,113270,49.25,400,
532628,3IINFOTECH,B,1.86,1.99,1.86,1.98,2484130,48.69,419,
500184,HSCL,A,46.60,47.65,46.50,46.70,103477,48.53,699,
515043,SAINTGOBAIN,X,42.90,46.75,42.55,46.00,106724,48.38,424,
513375,CARBORUNIV,A,247.00,247.00,238.60,238.60,19205,46.76,422,
500260,RAMCOCEM,A,627.50,634.75,625.65,634.00,7388,46.56,325,
500106,IFCI,A,7.17,7.36,6.94,7.08,643465,45.98,9805,
523598,SCI,A,47.40,47.90,46.45,47.30,97768,45.97,549,
517569,KEI,A,339.50,363.40,338.25,353.00,13173,45.94,810,
532777,NAUKRI,A,2530.25,2538.10,2474.55,2480.00,1841,45.93,328,
532497,RADICO,A,340.55,349.55,340.55,346.35,13177,45.73,629,
532880,OMAXE,A,188.95,190.25,188.95,190.10,23763,45.05,177,
532209,J&KBANK,A,13.60,13.61,13.27,13.51,333533,45.04,350,
500188,HINDZINC,A,172.70,174.10,172.00,172.90,25888,44.87,364,
526821,DAICHI,X,235.05,277.25,235.05,263.50,17047,44.78,195,
532371,TTML,B,3.00,3.16,2.99,3.16,1406282,44.31,491,
523445,RIIL,B,304.80,308.50,301.55,302.75,14336,43.78,586,
532805,REDINGTON,A,88.30,88.30,85.00,85.35,50538,43.67,933,
540064,FRETAIL,A,100.00,101.10,94.15,98.50,44045,43.44,369,
532848,DELTACORP*,A,98.00,98.40,93.60,94.15,45013,43.22,624,
540691,ABCAPITAL,A,54.00,54.20,53.35,53.90,80031,43.09,575,
500680,PFIZER,A,4112.00,4151.65,4104.00,4130.00,1041,43.04,232,
539523,ALKEM,A,2461.00,2510.00,2461.00,2471.00,1727,43.02,364,
532400,BSOFT,A,81.80,83.90,80.65,80.65,51901,42.85,690,
532638,SHOPERSTOP,A,205.10,206.00,194.90,198.65,21176,42.24,462,
540719,SBILIFE,A,800.00,804.80,785.25,787.70,5311,42.24,385,
532659,IDFC,A,15.60,15.60,14.95,15.19,274280,41.90,1003,
526987,URJAGLOBA,B,3.21,3.29,3.20,3.29,1277761,41.80,913,
511431,VAKRANGEE,A,28.25,30.60,28.25,30.25,141628,41.78,601,
523023,SINCLAIR,X,184.95,194.00,184.95,188.50,21778,40.87,396,
532754,GMRINFRA,A,19.70,20.30,19.65,19.90,201706,40.26,242,
542484,ARVINDFASN,A,184.15,184.15,178.00,184.15,21833,40.17,162,
540115,LTTS,A,1296.00,1317.00,1289.55,1312.40,3035,39.53,430,
541770,CREDITACC,A,499.05,499.05,475.50,499.05,7902,39.41,107,
540611,AUBANK,A,473.00,474.00,451.00,463.35,8470,39.24,474,
540173,PNBHOUSING,A,209.80,209.90,198.10,204.00,18982,38.77,362,
532163,SAREGAMA,B,440.75,440.75,438.00,440.75,8733,38.42,78,
539268,SYNGENE,A,374.85,374.85,366.30,368.50,10213,37.74,458,
500355,RALLIS,A,229.95,229.95,222.65,224.55,16653,37.48,636,
532708,GVKPIL,B,3.25,3.37,3.21,3.37,1112394,37.21,342,
524598,AKSCHEM,B,235.00,239.00,220.25,225.25,16133,37.17,725,
522287,KALPATPOWR*,A,208.00,219.75,208.00,218.00,16880,36.77,787,
509480,BERGEPAINT,A,507.70,509.15,503.05,504.40,7122,36.06,262,
503100,PHOENIXLTD,A,607.20,702.10,607.20,627.55,5540,35.79,946,
505412,WENDT,B,3155.00,3314.50,3071.25,3148.05,1085,35.50,199,
500290,MRF,A,62146.00,62198.65,61698.75,61892.45,57,35.29,49,
500335,BIRLACORPN,A,521.25,558.00,515.50,520.00,6718,35.12,434,
535755,ABFRL,A,130.00,130.50,127.40,128.20,27063,34.80,542,
500304,NIITLTD,B,88.00,91.00,87.00,90.10,38329,34.21,526,
500201,INDIAGLYCO,B,275.00,282.00,275.00,277.75,12268,34.18,507,
500670,GNFC,A,141.80,142.35,140.50,141.00,24030,34.02,416,
500125,EIDPARRY,A,217.00,220.00,215.35,216.40,15553,33.84,555,
542759,SPANDANA,B,590.35,590.35,570.00,585.00,5752,33.61,267,
523660,WATERBASE,B,92.90,96.70,92.50,94.70,35226,33.60,511,
500110,CHENNPETRO,A,58.90,61.50,58.90,60.60,55206,33.51,703,
532504,NAVINFLUOR,A,1655.00,1655.00,1624.80,1637.05,2006,32.93,274,
532477,UNIONBANK,A,29.95,29.95,29.40,29.50,110433,32.86,349,
500339,RAIN,A,71.90,74.80,71.80,73.40,44632,32.78,648,
520051,JAMNAAUTO,A,28.45,30.70,28.40,29.60,111052,32.74,798,
500730,NOCIL,A,87.65,87.65,86.25,87.05,37152,32.40,805,
531739,GENNEX,X,3.75,3.87,3.61,3.76,860553,32.33,715,
500031,BAJAJELEC,A,451.20,466.00,451.20,454.40,7043,32.31,436,
523610,ITI,A,87.50,88.90,87.50,87.75,36262,31.91,252,
500387,SHREECEM,A,21597.90,21721.00,21580.00,21679.20,147,31.84,63,
500530,BOSCHLTD,A,11199.00,11199.00,11006.55,11035.95,288,31.83,126,
532221,SONATSOFTW,A,221.70,226.00,221.20,222.20,14218,31.80,454,
532779,TORNTPOWER,A,328.55,329.65,324.00,326.05,9730,31.74,233,
500111,RELCAPITAL,T,8.45,8.49,8.10,8.49,373680,31.62,445,
540775,KHADIM,B,145.70,147.30,140.60,147.30,21432,31.25,245,
500097,DALMIASUG,B,81.00,87.95,76.50,83.70,36256,30.22,545,
532967,KIRIINDUS,B,376.15,396.95,373.00,377.10,7844,30.19,726,
506022,PRAKASH,B,29.95,35.00,29.95,33.75,91265,30.18,720,
524735,HIKAL,B,124.00,126.90,122.50,123.50,24103,30.12,736,
540701,DCAL*,A,77.25,79.00,71.85,74.20,39569,30.03,1117,
505714,GABRIEL,B,83.80,92.90,81.20,92.90,32729,29.78,460,
540678,COCHINSHIP,A,243.85,247.00,241.30,242.75,12145,29.71,481,
532827,PAGEIND,A,19717.90,19775.55,19529.55,19573.25,151,29.69,89,
500183,HFCL,A,11.36,11.75,11.30,11.63,253698,29.26,878,
532772,DCBBANK,A,68.25,70.15,68.25,68.85,41601,28.81,430,
531500,RAJESHEXPO,A,486.50,487.00,469.95,480.00,5986,28.66,363,
542337,SPENCER,B,91.00,92.90,91.00,91.60,31100,28.55,552,
532734,GPIL,B,139.20,142.00,137.00,138.35,20456,28.44,445,
532714,KEC,A,239.10,244.15,237.70,238.15,11725,28.29,486,
532388,IOB,A,10.70,10.71,10.40,10.40,265482,28.16,330,
500235,KSL,B,175.00,181.00,168.25,177.00,16118,28.11,790,
509567,GOACARBON,B,200.00,215.75,198.70,210.05,13331,28.03,511,
523369,DCMSRMIND,X,118.95,120.30,116.25,117.50,23493,28.01,222,
530813,KRBL,A,211.45,216.55,211.45,212.20,12940,27.72,415,
534369,TBZ,B,31.00,32.00,29.75,31.20,88173,27.63,525,
505710,GRAUWEIL,B,35.45,37.90,35.45,37.25,74052,27.38,253,
532508,JSL,A,33.55,37.00,33.55,36.25,75738,27.32,320,
506685,ULTRAMAR,X,191.95,195.50,188.00,195.50,13973,26.86,82,
500032,BAJAJHIND,B,5.33,5.36,5.30,5.36,497131,26.59,248,
524348,AARTIDRUGS,B,1005.00,1012.60,989.00,995.00,2645,26.47,224,
512179,SUNTECK,A,159.25,162.55,157.55,162.00,16268,26.17,665,
533106,OIL,A,91.25,91.60,90.10,90.80,28646,26.02,298,
540750,IEX,A,181.00,181.15,175.45,175.45,14560,25.73,276,
531337,JUMPNET,B,48.00,48.55,48.00,48.50,52030,25.23,94,
520059,MUNJALAU,B,40.20,43.50,40.00,41.40,59087,24.96,571,
500164,GODREJIND,A,364.00,366.65,359.15,366.65,6867,24.88,366,
542651,KPITTECH,A,55.90,57.30,55.85,56.30,43099,24.34,134,
506395,COROMANDEL,A,643.75,648.00,641.80,642.10,3758,24.26,221,
532627,JPPOWER,B,1.11,1.11,1.11,1.11,2173909,24.13,35,
506285,BAYERCROP,A,5400.00,5437.45,5330.05,5399.90,439,23.75,177,
532178,ENGINERSIN,A,72.40,72.40,70.20,70.65,33182,23.69,297,
500039,BANCOINDIA,B,68.80,72.50,68.30,70.90,33473,23.68,646,
524230,RCF,A,43.45,43.70,43.10,43.25,54200,23.52,283,
542920,SUMICHEM,B,272.80,275.95,271.70,274.40,8609,23.49,285,
504614,SARDAEN,B,177.80,190.05,177.80,181.00,12751,23.45,357,
532331,AJANTPHARM,A,1455.05,1457.65,1448.00,1450.00,1610,23.40,143,
532926,JYOTHYLAB,A,111.90,115.00,111.00,112.75,20572,23.40,528,
532800,TV18BRDCST,A,22.15,23.00,22.15,23.00,102588,23.38,195,
500292,HEIDELBERG,A,166.00,172.45,166.00,170.35,13685,23.33,271,
531266,VSTTILLERS,B,1270.00,1277.20,1230.00,1243.60,1852,23.24,207,
535754,ORIENTCEM,A,56.60,56.70,55.00,56.35,41222,23.17,302,
531349,PANACEABIO,B,155.55,170.00,153.30,168.00,14248,23.08,444,
540699,DIXON,A,5151.00,5215.40,5066.25,5084.45,442,22.60,201,
500055,TATASTLBSL,B,20.00,20.80,19.95,20.65,109511,22.45,263,
522014,UNIDT,X,123.00,129.40,123.00,127.00,17731,22.36,81,
533229,BAJAJCON,A,146.45,149.80,145.30,146.40,15207,22.36,799,
